Tuned_Buffer,Capacity,Simulation_run,Buffer1,Buffer2,Buffer3,Buffer4,Buffer5,Throughput
4,9,6,5,5,5,9,5,11.25
4,9,7,5,5,5,9,5,11.35
4,9,8,5,5,5,9,5,11.75
4,9,9,5,5,5,9,5,11.125
4,9,10,5,5,5,9,5,11.5
4,10,1,5,5,5,10,5,11.3
4,10,2,5,5,5,10,5,11.25
4,10,3,5,5,5,10,5,11.5
4,10,4,5,5,5,10,5,11.25
4,10,5,5,5,5,10,5,11.3
4,10,6,5,5,5,10,5,11.25
4,10,7,5,5,5,10,5,11.225
4,10,8,5,5,5,10,5,11.25
4,10,9,5,5,5,10,5,11.375
4,10,10,5,5,5,10,5,11.625
4,11,1,5,5,5,11,5,11.175
4,11,2,5,5,5,11,5,11.375
4,11,3,5,5,5,11,5,11.25
4,11,4,5,5,5,11,5,11.6
4,11,5,5,5,5,11,5,11.2
4,11,6,5,5,5,11,5,11.625
4,11,7,5,5,5,11,5,11.1
4,11,8,5,5,5,11,5,11.35
4,11,9,5,5,5,11,5,11.475
4,11,10,5,5,5,11,5,11.375
4,12,1,5,5,5,12,5,11.2
4,12,2,5,5,5,12,5,11.275
4,12,3,5,5,5,12,5,11.225
4,12,4,5,5,5,12,5,11.25
4,12,5,5,5,5,12,5,11.55
4,12,6,5,5,5,12,5,11.25
4,12,7,5,5,5,12,5,11.475
4,12,8,5,5,5,12,5,11.5
4,12,9,5,5,5,12,5,11.2
4,12,10,5,5,5,12,5,11.625
4,13,1,5,5,5,13,5,11.35
4,13,2,5,5,5,13,5,11.125
4,13,3,5,5,5,13,5,11.4
4,13,4,5,5,5,13,5,11.25
4,13,5,5,5,5,13,5,11.2
4,13,6,5,5,5,13,5,11.175
4,13,7,5,5,5,13,5,11.225
4,13,8,5,5,5,13,5,10.975
4,13,9,5,5,5,13,5,11.175
4,13,10,5,5,5,13,5,11.5
4,14,1,5,5,5,14,5,11.45
4,14,2,5,5,5,14,5,11.35
4,14,3,5,5,5,14,5,11.375
4,14,4,5,5,5,14,5,11.15
4,14,5,5,5,5,14,5,11.125
4,14,6,5,5,5,14,5,11.25
4,14,7,5,5,5,14,5,11.475
4,14,8,5,5,5,14,5,11.375
4,14,9,5,5,5,14,5,11.35
4,14,10,5,5,5,14,5,11.2
4,15,1,5,5,5,15,5,11.375
4,15,2,5,5,5,15,5,11.075
4,15,3,5,5,5,15,5,11.5
4,15,4,5,5,5,15,5,11.55
4,15,5,5,5,5,15,5,11.475
4,15,6,5,5,5,15,5,11.525
4,15,7,5,5,5,15,5,11.45
4,15,8,5,5,5,15,5,11.4
4,15,9,5,5,5,15,5,11.425
4,15,10,5,5,5,15,5,11.25
4,16,1,5,5,5,16,5,11.375
4,16,2,5,5,5,16,5,11.375
4,16,3,5,5,5,16,5,11.25
4,16,4,5,5,5,16,5,11.125
4,16,5,5,5,5,16,5,11.55
4,16,6,5,5,5,16,5,11.3
4,16,7,5,5,5,16,5,11.275
4,16,8,5,5,5,16,5,11.15
4,16,9,5,5,5,16,5,11.3
4,16,10,5,5,5,16,5,11.325
4,17,1,5,5,5,17,5,11.525
4,17,2,5,5,5,17,5,11.25
4,17,3,5,5,5,17,5,11.575
4,17,4,5,5,5,17,5,11.15
4,17,5,5,5,5,17,5,11.175
4,17,6,5,5,5,17,5,11.625
4,17,7,5,5,5,17,5,11.3
4,17,8,5,5,5,17,5,11.35
4,17,9,5,5,5,17,5,11.4
4,17,10,5,5,5,17,5,11.375
4,18,1,5,5,5,18,5,11.6
4,18,2,5,5,5,18,5,11.325
4,18,3,5,5,5,18,5,11.35
4,18,4,5,5,5,18,5,11.35
4,18,5,5,5,5,18,5,11.55
4,18,6,5,5,5,18,5,11.45
4,18,7,5,5,5,18,5,11.575
4,18,8,5,5,5,18,5,11.325
4,18,9,5,5,5,18,5,11.25
4,18,10,5,5,5,18,5,11.525
4,19,1,5,5,5,19,5,11.425
4,19,2,5,5,5,19,5,11.55
4,19,3,5,5,5,19,5,11.275
4,19,4,5,5,5,19,5,11.1
4,19,5,5,5,5,19,5,11.475
4,19,6,5,5,5,19,5,11.375
4,19,7,5,5,5,19,5,11.375
4,19,8,5,5,5,19,5,11.375
4,19,9,5,5,5,19,5,11.45
4,19,10,5,5,5,19,5,11.625
4,20,1,5,5,5,20,5,11.0
4,20,2,5,5,5,20,5,11.5
4,20,3,5,5,5,20,5,11.475
4,20,4,5,5,5,20,5,11.5
4,20,5,5,5,5,20,5,11.075
4,20,6,5,5,5,20,5,11.4
4,20,7,5,5,5,20,5,11.25
4,20,8,5,5,5,20,5,11.225
4,20,9,5,5,5,20,5,11.4
4,20,10,5,5,5,20,5,11.25
